"","gar","gar","gar","gar","zebrafish","zebrafish","zebrafish","zebrafish","medaka","medaka","medaka","medaka","stickleback","stickleback","stickleback","stickleback","esox","esox","esox","esox","central_mudminnow","central_mudminnow","central_mudminnow","central_mudminnow","olympic_mudminnow","olympic_mudminnow","olympic_mudminnow","olympic_mudminnow","grayling","grayling","grayling","grayling","hucho","hucho","hucho","hucho","salmon","salmon","salmon","salmon","charr","charr","charr","charr","rainbow_trout","rainbow_trout","rainbow_trout","rainbow_trout","coho","coho","coho","coho","grayling","grayling","grayling","grayling","hucho","hucho","hucho","hucho","salmon","salmon","salmon","salmon","charr","charr","charr","charr","rainbow_trout","rainbow_trout","rainbow_trout","rainbow_trout","coho","coho","coho","coho"
"11",58.5283993667757,58.4449404014753,58.0824819723231,62.4409099123372,49.470708748781,58.4815721732134,43.2950395083998,57.3135306257932,45.2331910939528,46.0101541376944,47.906180112131,44.0902696024029,52.0475299120034,44.4651680794574,52.2203255581094,51.3320646077349,48.702346193419,48.3866374107931,52.9842531761646,45.0961118668513,52.1977951773102,45.5182115339642,45.8148829045989,49.6983963434733,56.3655108877877,51.7280138309972,57.2154973186873,58.7950039701721,46.8113651591346,46.2737927196434,48.4311283219721,50.2266429321837,37.7829283083628,39.6692183074574,37.4194545660933,45.8970278752448,55.5411126948634,54.7100438407178,48.4976490308733,48.3465453567224,51.3644024379648,50.7787264745212,48.2723471286456,48.2906971911911,48.2048317888987,48.6818277240976,41.3619845076503,39.514653368832,58.1258167838147,64.0160922043507,60.2725254453448,47.5850518894208,53.4086306468012,51.3065475216158,49.2845573001624,53.5662193393438,40.0645353969035,32.970933532019,37.3182719535673,43.0792264283018,52.0765133401257,62.1233722871704,52.5932615151236,56.137534030981,48.1520484803602,46.7041880619155,54.4221140626943,48.1262664266359,47.5311701574547,44.5741291412258,45.354687817335,46.9975151759156,52.789791209208,53.8588935670146,54.2737367295997,53.0708074923609
"12",52.7859985264055,51.3080991773602,51.9953195168938,54.5671483203151,39.461307548742,51.4021239870504,43.315706803593,46.5820757470737,45.7132349558288,43.4761700507731,44.1933213047414,50.342320201716,34.2005906538705,42.0627263306611,41.0227531267497,41.5323302347941,43.1338799260203,46.1857718892505,50.4610894250819,45.5013011509468,45.1079520687563,57.7171036563465,48.3642728563165,57.0757316114851,48.1542122797161,50.6970105313113,54.5451892697423,54.3333680502241,50.2207816723366,58.8984718481758,36.2188546505849,60.9514641678942,51.6351435316211,42.3788095637494,53.3607956849433,48.8030908012071,54.7269777954551,59.8275706921125,59.0501424486245,48.5462725820155,42.6246429015154,44.3978328855547,49.3268188297541,41.8806781696547,50.247885744081,50.7297843680304,45.6651801202958,50.1281801091008,48.5302325878062,42.6913933829761,40.4304265878528,49.1383583085234,52.9970162036934,46.0713427921324,50.1495741471732,50.1831721607661,52.4726742184042,45.3259765365878,51.5968208689673,58.7440193316942,52.8906687553586,49.2441808144371,57.058913620076,55.8019731649783,39.4514588308316,50.6203311807297,37.9971892598877,43.8580667003318,50.8727911281207,47.3137168071061,48.8705153076972,48.0303194783186,41.8467475973066,54.7311729791473,44.9442573919724,45.0394582514779
"13",44.4354191492078,51.0622247601987,44.7103771580184,46.8011208423317,47.8066740659375,56.4871774326276,57.6382209506672,55.2836394542893,49.2567370367788,57.0722375513224,52.1515743035688,40.6222396049597,42.8551558657428,49.2725589259921,45.8451088883376,45.8955084491019,51.1500570696809,38.0806207289272,51.8044691660187,47.2620287680482,50.5478369625086,50.0192862767894,44.510939070452,56.4795379016223,41.911308557357,51.5003874531857,55.1195996632282,44.4303193540094,41.1359654813066,41.0559754458643,43.9717949640328,41.4306444632428,45.6641723439951,42.1211245111012,45.7959056288793,41.7111166150126,47.8943670688551,57.7633447933872,56.9795444783345,54.8656330986992,54.0254787146909,51.3805167900416,51.4851299768969,51.9341448695346,50.6667700826378,40.6879179089814,49.2397698566376,44.3055770064467,55.0540250324557,47.1721257511142,54.4420459073129,54.3015527107863,48.3590581276556,43.2400122066454,57.7083581996893,51.8902976433752,50.3054984454394,45.713535914587,59.4300080365067,40.1213218554107,47.0798254897784,66.8023972617959,52.6267527835204,51.9362627172436,47.7892928468308,62.8316204371546,55.2379606938652,49.6587426221471,47.6797649017248,52.3004356977314,46.215433105401,46.3028086855234,51.7675480958579,48.9725217899056,54.2379212489621,58.9672429592845
"14",54.564296832583,53.0618699450428,53.0588469502569,51.1133633232478,54.0199640152333,49.2512289247748,62.5560472265489,69.2945044243519,36.5230169171972,42.2643312037428,38.232261070919,40.8766416586431,50.4216641100551,57.310400622632,55.9270551692737,56.0033295082187,53.4714284534556,50.2722740454032,50.3152424615705,50.8828515346094,47.0923839549272,55.8102921058025,41.3095814424372,41.1469814458469,58.5096603925992,52.0060045997,52.010136875361,52.5161910166981,49.9284331896314,55.6738479702732,60.5453806341367,54.0758783779396,44.3491476984865,41.5815499056392,63.5364217542689,50.4210469045455,48.0072487883639,42.8515909816189,51.7742608604044,51.8672974013967,56.3189331416337,47.9843126732409,52.6698377074162,57.944521544788,39.567899922679,52.3041037494925,44.4692453012647,44.8435069637304,43.0943422098567,41.1207990473807,44.336347397489,44.0977849337121,51.6969830627724,51.2136807884064,61.8562447907072,59.8423677182464,45.5738898030838,44.3304802302629,46.7959731998501,46.9210445285074,57.0940687106663,41.7850825597016,51.1811152050509,44.8457726621039,58.6548963635842,52.2056953394355,54.0034705292763,50.0309212580182,47.8593679412264,48.4254796278052,46.4911358743741,50.7641219840739,49.5755690048895,37.6286532190312,40.5326582096792,46.2087281803793
"15",51.1848159567181,55.0777619249141,61.1337415343748,55.8732855552513,58.1337198539769,48.3846002408845,40.9696863129597,48.0889417220976,57.5441701961684,63.180202455227,70.6645901566828,56.4613601910365,44.6688325624328,42.1012329299233,38.1278247088476,44.5037015784003,50.4548894074724,56.2420556861105,46.4964733367103,44.4469469911363,41.8491901381282,39.659295994694,40.0433416716355,44.3857439059859,49.4768505286873,47.3762391118468,54.0619375886784,46.8705398061578,54.8165585493307,56.2848608013573,49.3171873292417,58.7183909064838,50.274698437587,54.9986093811258,50.8530220571298,42.8566794892958,47.1842520756955,48.2700371247025,42.52105136212,42.4371054585224,50.2853106641429,51.0174561721932,50.3548546193859,49.0526222076818,57.7993835840465,47.5331914142505,53.4989099553655,51.9687244666219,50.4061237394236,46.0185144385365,56.2019071218418,48.2917563936021,49.7569952370146,50.8660499134607,53.6375242772574,55.8763338592912,48.040838648677,43.2726757145974,45.1297173001633,48.4207326557884,45.924965165087,48.4454242305448,49.0745931066275,41.1926571500976,44.6193456377002,56.4181024325249,47.461199012441,50.3284579466915,48.3262942608201,56.262284931835,48.9052369907148,47.6009772732346,49.1342307915287,49.7232956460323,48.1382523050536,56.0023499804449
"16",50.5682613710637,52.7822842312087,46.3302264654861,57.5003061644656,59.3478484579351,56.5884487174248,47.596240299865,53.067182536029,50.3934009716809,43.8492369182292,50.2046642470525,47.2806410935976,47.8431044820133,49.3419853277862,43.2301499975967,47.2333506012726,50.0363515567364,51.4713197016422,57.9916906913785,44.2267838675673,59.611153047124,49.4207484619377,53.72283960579,56.1692535598422,44.9603398321353,49.4966004559377,46.1423220070744,50.1622507914991,35.7149855142276,39.5477113089946,42.4436056768734,49.7340488465494,37.7281308359606,39.9140603963888,44.8151641608275,43.4510473462018,47.6411899680284,38.9547220397346,50.3194171751872,39.9916463076945,50.1090066198111,56.4438904982992,63.7775927492902,50.0507120436093,53.8019570383682,53.7108892983171,49.7720232071455,53.8014787982228,51.3987157229946,58.0444092112346,49.3745798552326,52.7304607132938,48.5629103892683,42.8126335807317,43.449912837893,49.2458445991712,47.0469705666665,40.1236245186756,42.1077960013203,45.5441615396198,39.7789108090504,44.5367815237042,49.1540304786254,45.6194293249929,49.2662917462642,56.7884167118282,52.7647085403125,52.748581030054,61.9779455564751,60.5108964059843,57.5810664260835,58.7713018375815,60.8371884381063,63.1417974445348,67.0834016707188,62.2096244150939
"17",57.0792285007462,53.0293657633562,52.9524999622008,49.1398652909118,56.3613680749822,54.84913555622,47.5166660657794,51.1883280733738,58.1541886840461,54.2242636566741,60.1436611296725,49.3014154631498,46.5645182105408,44.5179599398038,46.4291189283178,58.6020443171887,47.3274231820441,42.5915286352033,40.8034327791104,41.4382068375599,41.8025779741202,45.4259657519355,50.75412702324,52.5678824334144,53.299221624977,51.5957161049977,52.0988974357453,49.4832329789793,60.1754523699818,49.6166631327953,45.5650650754135,44.9099961873553,44.8843622131833,42.944371127401,53.3529677882102,51.9281266508692,42.5315051717196,36.3368568616579,33.3731388282262,42.6231826496885,44.8056970546722,51.6424533624778,43.5743078233544,51.0748279832662,54.8803928997589,54.3889908574346,62.4578112420134,54.311991106126,49.7252018041358,48.5111815348982,53.5691730990827,55.2592022681608,48.240660713002,45.0991289402387,44.8911759141155,49.8786776714665,44.9997221965558,45.3111362872937,52.3010429454113,38.8189115759836,42.973905612413,35.9307029776714,33.6685326244197,44.7079104566062,49.9204469037964,52.3907230801031,50.2021442778579,47.9538107362044,57.5894448317326,51.8049640418574,52.1437619336051,59.4783260808911,53.7251045839256,49.9875341089795,52.0917623699293,52.3724045874625
"18",32.9471897242199,40.3268384877403,43.7525683679767,39.0873198192765,52.9978169206722,53.1563498610502,44.8697719259954,48.7702180519047,55.9110021351508,51.4389414623797,46.3517058809683,49.7690522540701,56.1934407659237,50.7093877360572,56.1032767723693,55.277570471523,49.8778751880287,43.7145011355679,45.3207214114398,44.6359969376284,57.9261810396913,58.3625175164006,47.8702472629188,51.9444227691855,50.0179068461528,42.9542215032224,46.667636609131,45.1338815516824,50.1763164438239,56.4117458809054,48.2612668042393,52.2886628113989,51.1702142786507,56.9149311599362,48.7669478367234,53.5002869953147,56.0237206174139,59.1326245038076,55.6423369402844,49.8609109616602,46.1535165067315,37.1147494278234,38.7447565381058,37.5951387091005,57.4239656248498,51.3788030457441,53.8178600989562,53.7365425548712,63.0621527456561,57.8942756158681,49.3567912776579,59.9241736167213,51.4251932410422,49.4233957991824,57.3881257018594,44.1248186104705,54.8537147290286,49.2791075942591,63.647956542717,57.8741326159832,54.7283950157628,57.9347902993208,62.8522326774263,63.1880613653269,45.5896586052951,43.8386003625636,42.9460368249169,50.7397133348149,58.8764866686832,48.9482962424562,56.762902644843,56.9888876204505,48.3350358756295,51.245334672758,57.8374115302182,55.3081407677271
"19",50.9401846556223,56.1953143275747,53.4518216709817,51.0325623451814,49.2960948047016,48.9237865365288,44.2542210792328,53.5375873869695,47.606333908221,47.0025735223124,49.0972269813312,50.4908904646034,37.549049512967,34.1492872022783,38.2030670078482,47.8352912791985,49.8204691641405,43.9779344773105,49.9656602892442,48.1920301258007,46.5749420529767,54.7862234962102,45.0306274403531,49.0277229595107,58.1366072381632,55.7242064256002,54.6711254964741,51.638672955513,48.7017116703011,56.6293775911825,47.0435534586443,56.1324099945774,54.7819329965968,52.9301633983727,58.9823472279544,54.9886388748345,46.0696387502649,42.3563977768476,48.6081485083515,43.0021854457648,49.1572420575445,49.5409563150801,49.7423289230506,57.5069719965692,44.9065904957668,46.8455686429642,48.3030404736735,48.6138692617699,43.7837797294058,56.3022601508244,51.2808789558871,53.3959138970033,47.3278120068167,54.7078088658984,48.5569755383792,51.0018929515804,53.9035799001765,56.2343120369293,57.7487978767414,46.6220315985256,45.6830656350338,50.9974414205348,42.1727809227688,50.5140869332263,48.6112799713595,49.2484514090335,51.3313676036759,57.5701254624672,45.8468836757643,44.0570203358463,43.9134580027359,45.3405694243597,47.5065872696119,53.3362888774328,57.3261144070275,54.9520806077374
"20",52.9602668779071,48.5669001327466,50.0690384924565,55.3689403426209,52.9461212764828,51.8192024674971,52.449249737248,49.5643090229804,53.9254250527994,50.6709085232189,56.3366035863695,54.8653269280955,39.0938101112738,43.6194435791769,45.3665198065968,48.7691236775995,66.540610427808,65.9360626797477,64.7556525722414,55.3121795982653,55.4054906487631,54.4079810770429,51.2603902791856,59.1547592514946,48.7106041738029,54.654675634559,51.1515860978555,50.8634519544369,41.4681037905204,48.3309658124585,50.3736947515989,47.1835509815233,51.7984088399866,61.0291245270705,61.5606126513059,56.3961258427169,40.6424054859499,38.4415238438586,52.0545878046539,41.6506435114221,31.2984946802196,37.9288979994099,42.9232948613039,44.9340734754483,35.5091037538424,38.3378508503287,46.0902577126837,46.6764123810322,37.0196564994156,37.4789743084913,49.2980730363694,42.8839567559791,48.6691928452129,60.5306866268229,45.5928333445299,49.4091588597081,64.1562209153395,58.8993146963695,60.3184321908932,62.6732511649797,43.7198250200513,38.0809142163433,44.5961126208973,40.6390330490178,41.3715195074069,40.0294531071127,43.3901783671621,41.6053278264304,43.2011952479897,40.4566201202281,47.0251430418934,39.8851693546575,45.3910669722174,40.7221418618905,40.5853709651609,44.0576021011413
"21",37.4019311041359,45.5305189324058,42.188554360495,41.5396390572871,51.7810889767782,52.4840109217945,51.6890096300436,52.1830235241163,53.3389782998036,61.9966822598051,50.3719012134823,55.9225089084711,43.127342707071,49.5464724321827,45.0816388795272,45.5659366470185,47.4917578460829,37.2243440124711,39.2192981759174,38.3051694482295,52.6312834950636,48.800929437321,48.3462816310848,61.7332644511626,58.1123561524446,54.2218955689694,64.7211316188272,65.1332569349588,52.9818720145616,46.6163914774091,46.6638401825862,59.0359422434336,57.6065429657806,62.4082951209559,55.022722119638,53.198026038156,39.254882342934,46.5461479045325,47.7393762226768,50.982056399329,53.9361049199717,41.6462991704871,49.7174569282396,49.1295619589731,52.1849354628573,54.3444791260268,51.8433729941762,55.1453409825463,49.3329479523168,50.5771224747719,48.4453889593749,48.6945694956143,45.2907886373672,42.0780998156925,45.1873854365022,53.5960299127738,53.605039877013,53.5541028149622,57.243744550174,47.2963144720662,40.4703356558553,38.2183009430616,41.8087338057378,47.5349046600484,49.6069062213689,52.2960404654079,53.7059197054668,41.6643674275407,56.8583312825766,39.7995586558701,55.8674347393191,51.3823595367643,52.620463436385,53.664139876106,45.4967834339695,45.2993051668296
